date,year,month,day,day of week,weekend,Time,Hour,type,sandwiches,hamburger,frenchfries
2016/9/27,2016,9,27,3,0,18:12,18,1,3,2,2
2016/12/2,2016,12,2,6,1,13:45,13,0,3,0,2
2016/3/28,2016,3,28,2,0,11:27,11,1,4,0,0
2016/9/18,2016,9,18,1,0,19:37,19,1,7,2,2
2016/6/24,2016,6,24,6,1,14:30,14,1,5,0,0
2016/9/23,2016,9,23,6,1,15:12,15,1,6,2,2
2016/1/25,2016,1,25,2,0,12:18,12,0,2,1,2
2016/1/14,2016,1,14,5,0,12:22,12,2,7,2,2
2016/10/27,2016,10,27,5,0,14:43,14,1,4,0,0
2016/7/2,2016,7,2,7,1,19:57,19,0,2,2,2
2016/5/6,2016,5,6,6,1,13:56,13,0,7,2,2
2016/1/29,2016,1,29,6,1,15:52,15,2,4,0,0
2016/4/2,2016,4,2,7,1,18:30,18,1,5,2,0
2016/9/1,2016,9,1,5,0,14:52,14,1,3,2,2
2016/3/18,2016,3,18,6,1,16:41,16,0,4,2,2
2016/3/16,2016,3,16,4,0,13:28,13,0,4,2,1
2016/3/22,2016,3,22,3,0,17:49,17,1,7,1,2
2016/4/8,2016,4,8,6,1,11:17,11,2,5,1,2
2016/8/20,2016,8,20,7,1,13:51,13,0,4,1,2
2016/11/9,2016,11,9,4,0,13:04,13,1,3,1,2
2016/6/4,2016,6,4,7,1,18:03,18,1,3,2,2
2016/2/25,2016,2,25,5,0,18:13,18,0,4,0,2
2016/11/17,2016,11,17,5,0,14:39,14,1,4,2,0
2016/10/25,2016,10,25,3,0,20:12,20,0,3,0,1
2016/12/6,2016,12,6,3,0,17:55,17,2,7,0,1
2016/1/11,2016,1,11,2,0,18:11,18,0,5,2,1
2016/1/18,2016,1,18,2,0,14:49,14,0,6,0,0
2016/7/3,2016,7,3,1,0,15:21,15,0,3,2,1
2016/12/24,2016,12,24,7,1,18:58,18,0,4,2,1
2016/10/26,2016,10,26,4,0,15:54,15,1,7,2,2
2016/10/3,2016,10,3,2,0,13:47,13,2,3,0,0
2016/3/3,2016,3,3,5,0,20:32,20,2,2,1,1
2016/3/4,2016,3,4,6,1,20:01,20,0,2,1,0
2016/7/2,2016,7,2,7,1,21:22,21,2,5,2,1
2016/9/29,2016,9,29,5,0,21:33,21,0,6,1,1
2016/4/19,2016,4,19,3,0,15:30,15,2,5,1,1
2016/2/24,2016,2,24,4,0,16:05,16,1,2,1,1
2016/3/11,2016,3,11,6,1,16:32,16,2,2,0,1
2016/8/21,2016,8,21,1,0,12:09,12,0,3,0,1
2016/8/19,2016,8,19,6,1,12:14,12,2,2,1,2
2016/6/12,2016,6,12,1,0,16:16,16,0,2,2,2
2016/10/14,2016,10,14,6,1,19:21,19,1,4,2,2
2016/1/28,2016,1,28,5,0,17:30,17,1,3,0,2
2016/1/19,2016,1,19,3,0,12:05,12,0,4,2,1
2016/11/26,2016,11,26,7,1,17:21,17,0,7,2,1
2016/3/20,2016,3,20,1,0,21:26,21,1,3,0,1
2016/7/28,2016,7,28,5,0,18:53,18,1,7,1,0
2016/3/28,2016,3,28,2,0,14:37,14,2,4,2,1
2016/4/4,2016,4,4,2,0,21:07,21,2,7,2,1
2016/5/23,2016,5,23,2,0,15:08,15,2,5,0,2
2016/9/2,2016,9,2,6,1,19:15,19,0,5,1,2
2016/6/13,2016,6,13,2,0,19:55,19,2,5,0,1
2016/11/22,2016,11,22,3,0,16:23,16,1,5,2,1
2016/2/4,2016,2,4,5,0,21:44,21,1,3,1,2
2016/7/27,2016,7,27,4,0,14:45,14,0,2,1,2
2016/3/28,2016,3,28,2,0,15:07,15,0,5,1,1
2016/5/13,2016,5,13,6,1,13:15,13,0,7,1,1
2016/11/17,2016,11,17,5,0,13:54,13,2,3,1,1
2016/5/20,2016,5,20,6,1,16:52,16,0,4,2,2
2016/1/13,2016,1,13,4,0,13:22,13,1,6,0,1
2016/7/8,2016,7,8,6,1,14:29,14,1,3,1,1
2016/6/13,2016,6,13,2,0,18:10,18,1,7,0,1
2016/10/24,2016,10,24,2,0,19:16,19,0,5,1,1
2016/6/20,2016,6,20,2,0,21:45,21,0,6,2,2
2016/3/13,2016,3,13,1,0,19:26,19,0,7,0,1
2016/4/14,2016,4,14,5,0,13:06,13,0,5,2,1
2016/11/17,2016,11,17,5,0,18:25,18,1,5,1,0
2016/2/14,2016,2,14,1,0,13:19,13,1,6,2,1
2016/1/10,2016,1,10,1,0,21:32,21,2,6,2,1
2016/7/21,2016,7,21,5,0,14:19,14,1,5,2,2
2016/10/10,2016,10,10,2,0,15:42,15,0,5,1,0
2016/7/9,2016,7,9,7,1,18:41,18,1,5,0,2
2016/2/23,2016,2,23,3,0,18:14,18,2,6,2,1
2016/11/2,2016,11,2,4,0,17:27,17,1,6,1,0
2016/9/26,2016,9,26,2,0,13:28,13,1,6,2,2
2016/5/16,2016,5,16,2,0,15:13,15,2,6,1,2
2016/2/23,2016,2,23,3,0,15:49,15,0,5,1,2
2016/5/30,2016,5,30,2,0,17:24,17,2,7,0,1
2016/8/31,2016,8,31,4,0,11:14,11,2,3,1,0
2016/7/28,2016,7,28,5,0,12:45,12,1,7,1,2
2016/1/15,2016,1,15,6,1,15:02,15,0,7,2,1
2016/5/7,2016,5,7,7,1,21:12,21,0,5,0,1
2016/9/2,2016,9,2,6,1,11:58,11,0,6,0,2
2016/8/17,2016,8,17,4,0,19:30,19,1,6,1,1
2016/6/14,2016,6,14,3,0,15:08,15,2,2,1,1
2016/11/8,2016,11,8,3,0,16:51,16,2,2,2,0
2016/4/21,2016,4,21,5,0,17:48,17,0,3,1,0
2016/4/21,2016,4,21,5,0,18:16,18,2,7,1,0
2016/5/2,2016,5,2,2,0,11:44,11,2,6,0,1
2016/12/11,2016,12,11,1,0,17:02,17,2,7,0,1
2016/10/12,2016,10,12,4,0,16:19,16,2,6,1,2
2016/9/16,2016,9,16,6,1,16:43,16,2,5,1,0
2016/10/21,2016,10,21,6,1,17:52,17,1,2,2,2
2016/8/22,2016,8,22,2,0,19:50,19,1,3,1,2
2016/4/6,2016,4,6,4,0,21:01,21,1,7,0,0
2016/4/6,2016,4,6,4,0,18:31,18,1,3,1,0
2016/4/29,2016,4,29,6,1,13:53,13,0,6,1,1
2016/8/29,2016,8,29,2,0,14:59,14,1,7,0,0
2016/11/19,2016,11,19,7,1,13:00,13,0,3,1,2
2016/5/3,2016,5,3,3,0,19:40,19,0,3,0,2
2016/11/28,2016,11,28,2,0,16:46,16,2,3,1,0
2016/9/5,2016,9,5,2,0,14:41,14,2,4,2,0
2016/2/17,2016,2,17,4,0,14:19,14,2,7,1,0
2016/11/30,2016,11,30,4,0,20:56,20,2,5,0,0
2016/12/27,2016,12,27,3,0,17:58,17,2,4,2,1
2016/3/6,2016,3,6,1,0,20:01,20,2,6,0,1
2016/7/22,2016,7,22,6,1,16:44,16,0,6,0,0
2016/12/11,2016,12,11,1,0,13:01,13,0,4,1,0
2016/10/14,2016,10,14,6,1,17:07,17,2,7,0,0
2016/10/19,2016,10,19,4,0,17:02,17,1,5,0,1
2016/4/8,2016,4,8,6,1,12:39,12,1,6,0,0
2016/7/5,2016,7,5,3,0,14:53,14,0,2,0,1
2016/7/24,2016,7,24,1,0,19:33,19,0,4,2,0
2016/7/30,2016,7,30,7,1,20:28,20,2,6,2,1
2016/8/26,2016,8,26,6,1,12:24,12,1,2,1,1
2016/9/13,2016,9,13,3,0,14:16,14,1,5,2,2
2016/9/17,2016,9,17,7,1,18:25,18,1,4,1,1
2016/10/19,2016,10,19,4,0,13:54,13,2,7,0,0
2016/5/10,2016,5,10,3,0,21:00,21,1,2,0,2
2016/10/19,2016,10,19,4,0,17:13,17,1,3,1,2
2016/11/20,2016,11,20,1,0,14:16,14,2,6,0,0
2016/6/1,2016,6,1,4,0,14:16,14,0,2,0,1
2016/9/27,2016,9,27,3,0,18:10,18,0,6,2,2
2016/2/24,2016,2,24,4,0,15:42,15,2,6,0,1
2016/8/21,2016,8,21,1,0,14:57,14,2,3,0,0
2016/11/10,2016,11,10,5,0,19:15,19,2,2,0,0
2016/4/7,2016,4,7,5,0,12:40,12,2,5,2,1
2016/10/25,2016,10,25,3,0,17:31,17,1,7,1,0
2016/6/4,2016,6,4,7,1,15:45,15,1,4,0,1
2016/6/15,2016,6,15,4,0,14:39,14,1,4,0,0
2016/1/11,2016,1,11,2,0,18:10,18,1,7,0,1
2016/1/27,2016,1,27,4,0,15:46,15,0,2,2,2
2016/11/30,2016,11,30,4,0,15:04,15,1,3,2,2
2016/10/30,2016,10,30,1,0,20:57,20,1,7,2,2
2016/3/16,2016,3,16,4,0,15:24,15,1,5,2,1
2016/10/11,2016,10,11,3,0,18:49,18,2,3,2,2
2016/7/25,2016,7,25,2,0,12:32,12,0,5,0,1
2016/3/13,2016,3,13,1,0,16:17,16,0,2,1,2
2016/7/3,2016,7,3,1,0,18:49,18,1,2,0,2
2016/7/20,2016,7,20,4,0,19:38,19,0,2,1,0
2016/9/29,2016,9,29,5,0,18:51,18,2,4,0,1
2016/12/4,2016,12,4,1,0,17:42,17,0,4,1,1
2016/6/9,2016,6,9,5,0,13:53,13,0,6,1,2
2016/9/17,2016,9,17,7,1,20:41,20,0,3,0,1
2016/7/16,2016,7,16,7,1,21:50,21,0,6,1,0
2016/9/11,2016,9,11,1,0,17:56,17,1,4,1,1
2016/11/18,2016,11,18,6,1,11:07,11,2,6,1,1
2016/1/1,2016,1,1,6,1,16:51,16,2,4,1,0
2016/11/6,2016,11,6,1,0,19:40,19,1,2,2,2
2016/12/11,2016,12,11,1,0,15:49,15,1,6,0,2
2016/2/1,2016,2,1,2,0,14:21,14,0,4,1,0
2016/8/7,2016,8,7,1,0,12:08,12,0,5,0,1
2016/6/3,2016,6,3,6,1,12:03,12,0,3,1,1
2016/5/29,2016,5,29,1,0,21:29,21,1,7,0,0
2016/6/7,2016,6,7,3,0,12:54,12,0,5,0,0
2016/9/4,2016,9,4,1,0,15:50,15,0,4,2,1
2016/3/16,2016,3,16,4,0,12:19,12,0,6,1,2
2016/2/14,2016,2,14,1,0,16:10,16,2,3,2,0
2016/2/20,2016,2,20,7,1,20:31,20,0,6,2,2
2016/1/22,2016,1,22,6,1,13:25,13,1,7,1,1
2016/6/13,2016,6,13,2,0,14:46,14,2,6,2,2
2016/12/12,2016,12,12,2,0,17:28,17,2,4,2,2
2016/8/9,2016,8,9,3,0,19:55,19,0,2,0,2
2016/3/25,2016,3,25,6,1,18:06,18,0,5,2,2
2016/9/24,2016,9,24,7,1,21:29,21,2,5,0,0
2016/12/29,2016,12,29,5,0,17:44,17,0,5,0,2
2016/10/18,2016,10,18,3,0,15:53,15,0,3,0,0
2016/3/18,2016,3,18,6,1,13:28,13,0,5,0,2
2016/12/10,2016,12,10,7,1,21:22,21,0,6,2,0
2016/2/8,2016,2,8,2,0,21:16,21,2,2,1,0
2016/9/21,2016,9,21,4,0,14:34,14,1,2,2,2
2016/10/28,2016,10,28,6,1,15:22,15,2,7,2,0
2016/3/31,2016,3,31,5,0,17:00,17,1,7,0,0
2016/7/11,2016,7,11,2,0,16:15,16,0,2,2,2
2016/12/18,2016,12,18,1,0,18:14,18,1,2,2,1
2016/4/3,2016,4,3,1,0,12:25,12,0,6,0,1
2016/5/24,2016,5,24,3,0,12:20,12,2,6,2,1
2016/4/8,2016,4,8,6,1,16:26,16,0,6,1,0
2016/1/13,2016,1,13,4,0,16:21,16,1,5,2,2
2016/12/6,2016,12,6,3,0,21:16,21,1,5,1,1
2016/6/5,2016,6,5,1,0,17:53,17,2,7,1,1
2016/2/5,2016,2,5,6,1,12:05,12,0,3,2,1
2016/4/24,2016,4,24,1,0,20:49,20,1,5,2,1
2016/4/12,2016,4,12,3,0,15:14,15,1,2,1,2
2016/7/29,2016,7,29,6,1,12:10,12,0,2,0,2
2016/4/6,2016,4,6,4,0,12:25,12,1,5,1,0
2016/6/16,2016,6,16,5,0,19:35,19,2,4,0,0
2016/11/17,2016,11,17,5,0,19:07,19,2,3,0,2
2016/10/29,2016,10,29,7,1,11:11,11,0,2,2,2
2016/2/3,2016,2,3,4,0,17:49,17,0,6,1,0
2016/4/7,2016,4,7,5,0,17:05,17,2,2,1,1
2016/1/11,2016,1,11,2,0,13:47,13,1,3,0,2
2016/4/6,2016,4,6,4,0,17:39,17,0,4,1,0
2016/8/15,2016,8,15,2,0,13:16,13,1,4,2,0
2016/10/28,2016,10,28,6,1,12:54,12,2,5,1,0
2016/1/6,2016,1,6,4,0,14:41,14,2,3,1,2
2016/4/1,2016,4,1,6,1,21:50,21,1,2,2,2
2016/8/15,2016,8,15,2,0,15:15,15,1,6,2,0
2016/7/29,2016,7,29,6,1,17:18,17,1,5,2,1
2016/2/29,2016,2,29,2,0,20:31,20,0,5,2,1
2016/4/6,2016,4,6,4,0,17:42,17,1,7,0,1
2016/10/7,2016,10,7,6,1,12:57,12,0,5,1,0
2016/7/10,2016,7,10,1,0,21:59,21,0,5,1,0
2016/4/8,2016,4,8,6,1,15:47,15,1,5,0,1
2016/10/25,2016,10,25,3,0,14:46,14,0,4,0,1
2016/12/3,2016,12,3,7,1,20:24,20,1,5,0,0
2016/3/18,2016,3,18,6,1,11:26,11,1,7,0,2
2016/7/20,2016,7,20,4,0,21:07,21,0,6,2,0
2016/7/17,2016,7,17,1,0,13:32,13,1,6,2,0
2016/10/6,2016,10,6,5,0,13:02,13,2,3,1,2
2016/12/26,2016,12,26,2,0,11:59,11,2,4,1,1
2016/9/27,2016,9,27,3,0,13:19,13,0,3,1,0
2016/5/26,2016,5,26,5,0,15:20,15,0,2,1,1
2016/9/29,2016,9,29,5,0,21:10,21,0,2,2,0
2016/6/9,2016,6,9,5,0,16:43,16,2,4,2,0
2016/12/19,2016,12,19,2,0,15:28,15,1,4,2,1
2016/6/6,2016,6,6,2,0,15:30,15,0,5,1,1
2016/2/21,2016,2,21,1,0,19:26,19,2,2,1,0
2016/12/14,2016,12,14,4,0,18:40,18,2,2,2,2
2016/4/6,2016,4,6,4,0,19:05,19,1,6,1,0
2016/1/13,2016,1,13,4,0,12:57,12,1,7,2,1
2016/7/5,2016,7,5,3,0,15:26,15,1,3,1,1
2016/2/17,2016,2,17,4,0,12:19,12,2,5,0,1
2016/12/8,2016,12,8,5,0,19:32,19,1,7,1,2
2016/3/19,2016,3,19,7,1,19:54,19,0,3,2,0
2016/12/25,2016,12,25,1,0,17:15,17,0,6,0,0
2016/11/11,2016,11,11,6,1,15:43,15,1,7,2,1
2016/6/10,2016,6,10,6,1,13:40,13,0,3,2,0
2016/4/20,2016,4,20,4,0,15:24,15,2,4,0,0
2016/8/15,2016,8,15,2,0,20:02,20,2,7,0,1
2016/10/15,2016,10,15,7,1,21:46,21,0,6,0,2
2016/3/11,2016,3,11,6,1,13:51,13,2,5,2,0
2016/5/9,2016,5,9,2,0,20:12,20,1,3,0,2
2016/12/10,2016,12,10,7,1,19:21,19,2,6,2,1
2016/10/24,2016,10,24,2,0,11:46,11,2,4,0,1
2016/11/12,2016,11,12,7,1,11:13,11,0,6,2,1
2016/5/13,2016,5,13,6,1,19:15,19,0,2,0,0
2016/9/23,2016,9,23,6,1,16:12,16,1,3,2,0
2016/6/16,2016,6,16,5,0,18:52,18,2,5,1,2
2016/4/21,2016,4,21,5,0,16:28,16,0,5,2,0
2016/2/27,2016,2,27,7,1,21:19,21,1,2,1,1
2016/9/4,2016,9,4,1,0,18:54,18,0,5,1,1
2016/10/1,2016,10,1,7,1,12:28,12,0,4,0,1
2016/1/10,2016,1,10,1,0,12:14,12,0,3,1,1
2016/9/2,2016,9,2,6,1,21:30,21,2,3,1,2
2016/2/11,2016,2,11,5,0,13:32,13,1,4,0,0
2016/8/27,2016,8,27,7,1,20:44,20,1,6,2,2
2016/4/22,2016,4,22,6,1,15:45,15,2,6,2,0
2016/8/10,2016,8,10,4,0,14:35,14,2,6,2,1
2016/2/29,2016,2,29,2,0,16:15,16,1,4,1,0
2016/12/4,2016,12,4,1,0,11:41,11,2,5,1,0
2016/10/29,2016,10,29,7,1,16:30,16,0,2,0,2
2016/4/1,2016,4,1,6,1,20:59,20,0,6,1,1
2016/3/25,2016,3,25,6,1,18:03,18,1,3,1,0
2016/8/23,2016,8,23,3,0,20:37,20,0,7,0,0
2016/1/1,2016,1,1,6,1,14:57,14,1,2,2,0
2016/8/21,2016,8,21,1,0,11:50,11,1,2,0,1
2016/8/15,2016,8,15,2,0,21:33,21,2,3,1,0
2016/6/21,2016,6,21,3,0,18:43,18,1,2,2,1
2016/8/21,2016,8,21,1,0,19:34,19,1,7,0,1
2016/10/8,2016,10,8,7,1,16:44,16,1,3,1,1
2016/8/27,2016,8,27,7,1,15:47,15,2,4,0,1
2016/8/4,2016,8,4,5,0,13:54,13,0,6,0,1
2016/2/8,2016,2,8,2,0,20:42,20,2,3,2,0
2016/10/4,2016,10,4,3,0,13:02,13,2,5,2,0
2016/11/4,2016,11,4,6,1,18:26,18,0,7,2,1
2016/1/27,2016,1,27,4,0,14:32,14,1,4,2,0
2016/3/13,2016,3,13,1,0,19:56,19,1,4,1,1
2016/11/28,2016,11,28,2,0,16:16,16,0,6,0,1
2016/3/25,2016,3,25,6,1,18:41,18,0,2,0,1
2016/9/3,2016,9,3,7,1,14:15,14,1,2,0,1
2016/11/10,2016,11,10,5,0,21:55,21,0,4,2,2
2016/2/7,2016,2,7,1,0,18:28,18,1,5,0,1
2016/10/1,2016,10,1,7,1,13:56,13,1,7,1,0
2016/8/2,2016,8,2,3,0,15:38,15,0,4,1,0
2016/2/3,2016,2,3,4,0,21:08,21,0,7,2,2
2016/8/29,2016,8,29,2,0,19:05,19,1,7,1,1
2016/7/13,2016,7,13,4,0,21:40,21,0,5,2,2
2016/8/25,2016,8,25,5,0,21:20,21,1,4,0,1
2016/9/1,2016,9,1,5,0,19:16,19,0,5,1,2
2016/8/14,2016,8,14,1,0,17:19,17,2,5,0,1
2016/12/1,2016,12,1,5,0,16:01,16,0,3,2,2
2016/9/8,2016,9,8,5,0,14:38,14,0,7,0,0
2016/8/5,2016,8,5,6,1,18:39,18,0,5,0,0
2016/6/5,2016,6,5,1,0,19:41,19,0,3,1,1
2016/7/30,2016,7,30,7,1,14:47,14,0,6,2,1
2016/7/25,2016,7,25,2,0,11:35,11,0,5,1,0
2016/8/26,2016,8,26,6,1,16:55,16,0,4,2,0
2016/9/16,2016,9,16,6,1,16:57,16,2,6,1,2
2016/5/31,2016,5,31,3,0,19:21,19,2,5,1,1
2016/3/28,2016,3,28,2,0,15:03,15,0,2,2,0
2016/4/24,2016,4,24,1,0,11:00,11,2,4,2,2
2016/8/21,2016,8,21,1,0,21:56,21,1,2,2,1
2016/1/31,2016,1,31,1,0,12:55,12,2,4,0,1
2016/12/19,2016,12,19,2,0,16:33,16,0,6,0,0
2016/5/29,2016,5,29,1,0,12:30,12,2,4,0,0
2016/3/2,2016,3,2,4,0,11:43,11,2,6,0,0
2016/2/29,2016,2,29,2,0,12:30,12,2,3,2,1
2016/8/19,2016,8,19,6,1,12:38,12,0,3,0,0
2016/6/11,2016,6,11,7,1,12:40,12,1,3,2,1
2016/3/27,2016,3,27,1,0,16:07,16,0,6,0,0
2016/7/10,2016,7,10,1,0,11:08,11,0,2,1,0
2016/2/6,2016,2,6,7,1,14:02,14,2,6,1,0
2016/12/27,2016,12,27,3,0,13:21,13,0,6,0,1
2016/11/15,2016,11,15,3,0,20:21,20,1,6,2,2
2016/2/19,2016,2,19,6,1,14:24,14,0,4,2,0
2016/9/28,2016,9,28,4,0,11:37,11,0,6,2,0
2016/4/21,2016,4,21,5,0,12:37,12,0,3,1,0
2016/3/24,2016,3,24,5,0,15:59,15,0,7,0,2
2016/7/11,2016,7,11,2,0,20:36,20,2,3,2,0
2016/10/5,2016,10,5,4,0,20:54,20,2,4,1,0
2016/9/9,2016,9,9,6,1,12:57,12,1,7,2,1
2016/12/25,2016,12,25,1,0,14:37,14,0,7,0,0
2016/10/1,2016,10,1,7,1,16:36,16,1,3,0,1
2016/5/19,2016,5,19,5,0,14:11,14,1,5,2,0
2016/1/20,2016,1,20,4,0,15:19,15,0,6,2,1
2016/6/28,2016,6,28,3,0,11:09,11,0,4,2,0
2016/8/5,2016,8,5,6,1,19:57,19,1,3,0,0
2016/8/11,2016,8,11,5,0,17:45,17,1,6,0,1
2016/4/21,2016,4,21,5,0,14:12,14,2,6,2,0
2016/7/2,2016,7,2,7,1,15:21,15,1,5,1,2
2016/7/17,2016,7,17,1,0,12:32,12,2,4,2,1
2016/12/3,2016,12,3,7,1,18:25,18,1,7,2,1
2016/4/1,2016,4,1,6,1,12:12,12,2,6,0,2
2016/12/13,2016,12,13,3,0,18:07,18,2,3,2,0
2016/12/4,2016,12,4,1,0,16:18,16,0,7,1,0
2016/1/20,2016,1,20,4,0,16:54,16,2,6,0,1
2016/7/9,2016,7,9,7,1,11:05,11,2,2,1,1
2016/3/19,2016,3,19,7,1,16:14,16,2,4,0,2
2016/9/4,2016,9,4,1,0,13:18,13,1,5,1,0
2016/12/29,2016,12,29,5,0,13:39,13,1,6,0,2
2016/8/3,2016,8,3,4,0,15:04,15,0,2,2,1
2016/8/22,2016,8,22,2,0,19:23,19,0,6,0,2
2016/3/7,2016,3,7,2,0,19:11,19,0,3,2,0
2016/11/12,2016,11,12,7,1,14:36,14,0,5,0,0
2016/4/12,2016,4,12,3,0,12:39,12,2,6,1,1
2016/4/13,2016,4,13,4,0,11:13,11,2,6,1,2
2016/6/22,2016,6,22,4,0,16:07,16,1,4,2,1
2016/8/3,2016,8,3,4,0,19:42,19,0,7,2,1
2016/12/29,2016,12,29,5,0,16:59,16,1,4,2,0
2016/5/29,2016,5,29,1,0,21:44,21,2,2,2,2
2016/10/29,2016,10,29,7,1,21:19,21,1,5,0,2
2016/5/19,2016,5,19,5,0,19:56,19,1,4,0,0
2016/12/19,2016,12,19,2,0,14:12,14,0,3,2,2
2016/11/29,2016,11,29,3,0,14:50,14,0,7,0,1
2016/11/29,2016,11,29,3,0,12:23,12,2,4,2,0
2016/10/17,2016,10,17,2,0,21:41,21,1,5,1,0
2016/11/7,2016,11,7,2,0,21:20,21,2,3,0,2
2016/5/11,2016,5,11,4,0,19:30,19,0,4,2,1
2016/7/26,2016,7,26,3,0,19:17,19,0,6,0,2
2016/12/19,2016,12,19,2,0,19:16,19,1,3,0,0
2016/9/30,2016,9,30,6,1,19:06,19,2,2,2,1
2016/10/23,2016,10,23,1,0,12:41,12,2,6,0,2
2016/6/18,2016,6,18,7,1,19:06,19,2,7,2,1
2016/1/19,2016,1,19,3,0,20:07,20,0,7,2,1
2016/10/6,2016,10,6,5,0,17:00,17,2,6,0,1
2016/4/26,2016,4,26,3,0,11:33,11,2,5,2,1
2016/8/16,2016,8,16,3,0,19:04,19,2,4,2,1
2016/3/21,2016,3,21,2,0,14:27,14,1,5,0,2
2016/12/24,2016,12,24,7,1,11:09,11,2,4,2,1
2016/8/4,2016,8,4,5,0,15:57,15,2,2,0,0
2016/5/26,2016,5,26,5,0,18:07,18,0,4,0,1
2016/2/10,2016,2,10,4,0,12:57,12,1,4,1,1
2016/7/28,2016,7,28,5,0,21:04,21,1,6,1,0
2016/11/15,2016,11,15,3,0,12:41,12,1,6,1,0
2016/5/16,2016,5,16,2,0,13:18,13,2,2,0,0
2016/3/9,2016,3,9,4,0,20:03,20,2,4,2,0
2016/1/19,2016,1,19,3,0,19:35,19,1,5,2,1
2016/1/26,2016,1,26,3,0,17:21,17,2,5,1,2
2016/6/26,2016,6,26,1,0,17:08,17,1,5,0,1
2016/3/8,2016,3,8,3,0,12:09,12,2,7,2,2
2016/11/22,2016,11,22,3,0,16:04,16,1,4,0,0
2016/2/7,2016,2,7,1,0,17:16,17,1,2,2,2
2016/4/5,2016,4,5,3,0,16:15,16,1,7,2,2
2016/2/23,2016,2,23,3,0,21:46,21,1,2,1,0
2016/12/31,2016,12,31,7,1,12:50,12,1,4,1,1
2016/12/14,2016,12,14,4,0,18:46,18,2,7,2,1
2016/2/12,2016,2,12,6,1,21:35,21,2,2,2,0
2016/8/6,2016,8,6,7,1,19:57,19,0,7,1,1
2016/6/14,2016,6,14,3,0,15:32,15,2,4,2,1
2016/7/8,2016,7,8,6,1,13:23,13,0,4,1,2
2016/12/10,2016,12,10,7,1,17:11,17,2,7,2,1
2016/2/10,2016,2,10,4,0,17:51,17,1,4,0,0
2016/11/28,2016,11,28,2,0,14:43,14,0,6,0,2
2016/2/19,2016,2,19,6,1,16:06,16,2,6,1,1
2016/7/1,2016,7,1,6,1,20:09,20,1,6,0,0
2016/12/9,2016,12,9,6,1,13:35,13,1,2,0,1
2016/4/1,2016,4,1,6,1,11:23,11,2,5,2,2
2016/9/11,2016,9,11,1,0,15:40,15,0,6,0,2
2016/10/6,2016,10,6,5,0,16:22,16,1,5,2,0
2016/2/28,2016,2,28,1,0,19:09,19,1,4,1,2
2016/7/27,2016,7,27,4,0,16:15,16,2,5,1,0
2016/7/11,2016,7,11,2,0,16:46,16,1,4,0,1
2016/1/30,2016,1,30,7,1,15:53,15,0,3,1,0
2016/5/22,2016,5,22,1,0,11:37,11,1,5,2,0
2016/2/6,2016,2,6,7,1,21:08,21,2,2,0,2
2016/4/7,2016,4,7,5,0,18:52,18,0,4,1,0
2016/1/29,2016,1,29,6,1,21:13,21,2,2,1,0
2016/5/20,2016,5,20,6,1,20:39,20,1,4,0,0
2016/4/17,2016,4,17,1,0,11:37,11,1,4,1,1
2016/5/20,2016,5,20,6,1,20:12,20,0,7,1,0
2016/3/10,2016,3,10,5,0,16:45,16,1,2,0,1
2016/1/27,2016,1,27,4,0,18:34,18,1,3,0,0
2016/2/14,2016,2,14,1,0,12:34,12,2,2,1,2
2016/7/20,2016,7,20,4,0,14:43,14,0,5,1,1
2016/8/27,2016,8,27,7,1,11:01,11,2,3,1,1
2016/2/2,2016,2,2,3,0,16:18,16,1,4,0,2
2016/9/22,2016,9,22,5,0,12:57,12,0,6,0,2
2016/12/3,2016,12,3,7,1,15:40,15,0,6,0,2
2016/1/24,2016,1,24,1,0,16:21,16,2,5,0,1
2016/8/10,2016,8,10,4,0,13:44,13,2,7,0,1
2016/11/13,2016,11,13,1,0,15:07,15,0,5,1,2
2016/1/14,2016,1,14,5,0,12:19,12,0,6,1,0
2016/10/22,2016,10,22,7,1,21:36,21,2,6,2,0
2016/5/30,2016,5,30,2,0,21:50,21,1,6,2,2
2016/8/23,2016,8,23,3,0,15:53,15,2,3,0,2
2016/1/13,2016,1,13,4,0,20:12,20,0,4,0,0
2016/7/28,2016,7,28,5,0,11:19,11,1,2,2,2
2016/6/6,2016,6,6,2,0,19:12,19,2,3,2,1
2016/9/17,2016,9,17,7,1,11:10,11,2,5,2,1
2016/3/12,2016,3,12,7,1,17:31,17,2,7,0,1
2016/1/31,2016,1,31,1,0,14:53,14,1,4,1,0
2016/7/5,2016,7,5,3,0,15:07,15,2,7,0,0
2016/12/6,2016,12,6,3,0,18:44,18,0,7,1,2
2016/2/20,2016,2,20,7,1,11:46,11,0,7,1,0
2016/11/29,2016,11,29,3,0,18:03,18,0,5,0,1
2016/9/24,2016,9,24,7,1,18:15,18,2,5,0,2
2016/7/4,2016,7,4,2,0,11:24,11,0,4,1,2
2016/8/10,2016,8,10,4,0,14:30,14,0,4,1,2
2016/4/4,2016,4,4,2,0,16:22,16,2,7,0,0
2016/10/19,2016,10,19,4,0,21:21,21,0,7,0,0
2016/10/27,2016,10,27,5,0,14:15,14,0,7,2,1
2016/9/10,2016,9,10,7,1,16:31,16,2,4,0,2
2016/9/17,2016,9,17,7,1,17:24,17,2,5,2,1
2016/8/23,2016,8,23,3,0,20:39,20,2,5,1,2
2016/11/18,2016,11,18,6,1,17:37,17,0,3,2,1
